"A.N.M. SCHOOL, BAIKUNTHPUR, GOPALGANJ",,A.N.M.,EWS,,,759,,1732,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 2 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, BAIKUNTHPUR, GOPALGANJ",,A.N.M.,EBC,,,2742,,4616,,
"A.N.M. SCHOOL, BAIKUNTHPUR, GOPALGANJ",,A.N.M.,DQ,,,135,,167,,
"A.N.M. SCHOOL, BAIKUNTHPUR, GOPALGANJ",,A.N.M.,BC,,,3449,,4807,,
"A.N.M. SCHOOL, BAISI, PURNEA",,A.N.M.,UR,4695,11272,,,,,
"A.N.M. SCHOOL, BAISI, PURNEA",,A.N.M.,SC,,,1221,,2755,,
"A.N.M. SCHOOL, BAISI, PURNEA",,A.N.M.,RCG,,,6285,,6644,,
"A.N.M. SCHOOL, BAISI, PURNEA",,A.N.M.,EWS,,,879,,1806,,
"A.N.M. SCHOOL, BAISI, PURNEA",,A.N.M.,EBC,,,2724,,4740,,
"A.N.M. SCHOOL, BAISI, PURNEA",,A.N.M.,BC,,,3156,,5037,,
"A.N.M. SCHOOL, BAKHARI, BEGUSARAI",,A.N.M.,UR,1865,10717,,,,,
"A.N.M. SCHOOL, BAKHARI, BEGUSARAI",,A.N.M.,ST,,,150,,150,,
"A.N.M. SCHOOL, BAKHARI, BEGUSARAI",,A.N.M.,SC,,,878,,2357,,
"A.N.M. SCHOOL, BAKHARI, BEGUSARAI",,A.N.M.,RCG,,,5694,,5701,,
"A.N.M. SCHOOL, BAKHARI, BEGUSARAI",,A.N.M.,EWS,,,749,,1072,,
"A.N.M. SCHOOL, BAKHARI, BEGUSARAI",,A.N.M.,EBC,,,2748,,4484,,
"A.N.M. SCHOOL, BAKHARI, BEGUSARAI",,A.N.M.,DQ,,,97,,158,,
"A.N.M. SCHOOL, BAKHARI, BEGUSARAI",,A.N.M.,BC,,,3132,,4549,,
"A.N.M. SCHOOL, BALIA, BEGUSARAI",,A.N.M.,UR,3323,11165,,,,,
"A.N.M. SCHOOL, BALIA, BEGUSARAI",,A.N.M.,SC,,,873,,2463,,
"A.N.M. SCHOOL, BALIA, BEGUSARAI",,A.N.M.,RCG,,,5634,,5689,,
"A.N.M. SCHOOL, BALIA, BEGUSARAI",,A.N.M.,EWS,,,631,,1055,,
"A.N.M. SCHOOL, BALIA, BEGUSARAI",,A.N.M.,EBC,,,2697,,4589,,
"A.N.M. SCHOOL, BALIA, BEGUSARAI",,A.N.M.,DQ,,,168,,168,,
"A.N.M. SCHOOL, BALIA, BEGUSARAI",,A.N.M.,BC,,,3251,,4633,,
"A.N.M. SCHOOL, BARH",,A.N.M.,UR,1795,8670,,,,,
"A.N.M. SCHOOL, BARH",,A.N.M.,ST,,,97,,116,,
"A.N.M. SCHOOL, BARH",,A.N.M.,SC,,,795,,1464,,
"A.N.M. SCHOOL, BARH",,A.N.M.,RCG,,,3785,,5967,,
"A.N.M. SCHOOL, BARH",,A.N.M.,EWS,,,458,,734,,
"A.N.M. SCHOOL, BARH",,A.N.M.,EBC,,,1880,,3483,,
"A.N.M. SCHOOL, BARH",,A.N.M.,DQ,,,88,,88,,
"A.N.M. SCHOOL, BARH",,A.N.M.,BC,,,2319,,3788,,
"A.N.M. SCHOOL, BARSHOI, KATIHAR",,A.N.M.,UR,2968,9996,,,,,
"A.N.M. SCHOOL, BARSHOI, KATIHAR",,A.N.M.,SC,,,1400,,2531,,
"A.N.M. SCHOOL, BARSHOI, KATIHAR",,A.N.M.,RCG,,,5136,,5272,,
"A.N.M. SCHOOL, BARSHOI, KATIHAR",,A.N.M.,EWS,,,586,,1485,,
"A.N.M. SCHOOL, BARSHOI, KATIHAR",,A.N.M.,EBC,,,2738,,4266,,
"A.N.M. SCHOOL, BARSHOI, KATIHAR",,A.N.M.,BC,,,3107,,4665,,
"A.N.M. SCHOOL, BEGUSARAI",,A.N.M.,UR,523,7398,,,,,
"A.N.M. SCHOOL, BEGUSARAI",,A.N.M.,SC,,,882,,2017,,
"A.N.M. SCHOOL, BEGUSARAI",,A.N.M.,RCG,,,3201,,5490,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 3 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, BEGUSARAI",,A.N.M.,EWS,,,405,,635,,
"A.N.M. SCHOOL, BEGUSARAI",,A.N.M.,EBC,,,1448,,3196,,
"A.N.M. SCHOOL, BEGUSARAI",,A.N.M.,DQ,,,21,,50,,
"A.N.M. SCHOOL, BEGUSARAI",,A.N.M.,BC,,,1826,,3464,,
"A.N.M. SCHOOL, BELSAND, SITAMARHI",,A.N.M.,UR,2457,9265,,,,,
"A.N.M. SCHOOL, BELSAND, SITAMARHI",,A.N.M.,SC,,,995,,2855,,
"A.N.M. SCHOOL, BELSAND, SITAMARHI",,A.N.M.,RCG,,,6759,,8671,,
"A.N.M. SCHOOL, BELSAND, SITAMARHI",,A.N.M.,EWS,,,736,,1756,,
"A.N.M. SCHOOL, BELSAND, SITAMARHI",,A.N.M.,EBC,,,2793,,4949,,
"A.N.M. SCHOOL, BELSAND, SITAMARHI",,A.N.M.,BC,,,3181,,5278,,
"A.N.M. SCHOOL, BENIPATTI MADHUBANI",,A.N.M.,UR,1732,10460,,,,,
"A.N.M. SCHOOL, BENIPATTI MADHUBANI",,A.N.M.,ST,,,116,,194,,
"A.N.M. SCHOOL, BENIPATTI MADHUBANI",,A.N.M.,SC,,,1168,,2844,,
"A.N.M. SCHOOL, BENIPATTI MADHUBANI",,A.N.M.,RCG,,,6797,,8677,,
"A.N.M. SCHOOL, BENIPATTI MADHUBANI",,A.N.M.,EWS,,,763,,1815,,
"A.N.M. SCHOOL, BENIPATTI MADHUBANI",,A.N.M.,EBC,,,2907,,4893,,
"A.N.M. SCHOOL, BENIPATTI MADHUBANI",,A.N.M.,BC,,,3390,,5273,,
"A.N.M. SCHOOL, BETTIAH",,A.N.M.,UR,2103,11115,,,,,
"A.N.M. SCHOOL, BETTIAH",,A.N.M.,ST,,,68,,68,,
"A.N.M. SCHOOL, BETTIAH",,A.N.M.,SC,,,933,,2240,,
"A.N.M. SCHOOL, BETTIAH",,A.N.M.,RCG,,,6097,,6596,,
"A.N.M. SCHOOL, BETTIAH",,A.N.M.,EWS,,,611,,1819,,
"A.N.M. SCHOOL, BETTIAH",,A.N.M.,EBC,,,2756,,4738,,
"A.N.M. SCHOOL, BETTIAH",,A.N.M.,DQ,,,2,,2,,
"A.N.M. SCHOOL, BETTIAH",,A.N.M.,BC,,,3318,,5183,,
"A.N.M. SCHOOL, BHABHUA, KAIMUR",,A.N.M.,UR,1599,9326,,,,,
"A.N.M. SCHOOL, BHABHUA, KAIMUR",,A.N.M.,ST,,,82,,199,,
"A.N.M. SCHOOL, BHABHUA, KAIMUR",,A.N.M.,SC,,,608,,1485,,
"A.N.M. SCHOOL, BHABHUA, KAIMUR",,A.N.M.,RCG,,,4686,,6570,,
"A.N.M. SCHOOL, BHABHUA, KAIMUR",,A.N.M.,EWS,,,1198,,1540,,
"A.N.M. SCHOOL, BHABHUA, KAIMUR",,A.N.M.,EBC,,,1968,,3704,,
"A.N.M. SCHOOL, BHABHUA, KAIMUR",,A.N.M.,DQ,,,154,,183,,
"A.N.M. SCHOOL, BHABHUA, KAIMUR",,A.N.M.,BC,,,2616,,4070,,
"A.N.M. SCHOOL, BHAGALPUR",,A.N.M.,UR,9,4380,,,,,
"A.N.M. SCHOOL, BHAGALPUR",,A.N.M.,ST,,,26,,26,,
"A.N.M. SCHOOL, BHAGALPUR",,A.N.M.,SC,,,381,,1085,,
"A.N.M. SCHOOL, BHAGALPUR",,A.N.M.,RCG,,,2377,,2831,,
"A.N.M. SCHOOL, BHAGALPUR",,A.N.M.,EWS,,,463,,989,,
"A.N.M. SCHOOL, BHAGALPUR",,A.N.M.,EBC,,,1102,,1579,,
"A.N.M. SCHOOL, BHAGALPUR",,A.N.M.,DQ,,,41,,147,,
"A.N.M. SCHOOL, BHAGALPUR",,A.N.M.,BC,,,1452,,1948,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 4 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, BHOJPUR",,A.N.M.,UR,2650,9320,,,,,
"A.N.M. SCHOOL, BHOJPUR",,A.N.M.,ST,,,102,,102,,
"A.N.M. SCHOOL, BHOJPUR",,A.N.M.,SC,,,891,,2071,,
"A.N.M. SCHOOL, BHOJPUR",,A.N.M.,RCG,,,4725,,4780,,
"A.N.M. SCHOOL, BHOJPUR",,A.N.M.,EWS,,,660,,1702,,
"A.N.M. SCHOOL, BHOJPUR",,A.N.M.,EBC,,,2504,,3868,,
"A.N.M. SCHOOL, BHOJPUR",,A.N.M.,DQ,,,46,,152,,
"A.N.M. SCHOOL, BHOJPUR",,A.N.M.,BC,,,2890,,3968,,
"A.N.M. SCHOOL, BIHARSHARIF",,A.N.M.,UR,188,7689,,,,,
"A.N.M. SCHOOL, BIHARSHARIF",,A.N.M.,ST,,,103,,103,,
"A.N.M. SCHOOL, BIHARSHARIF",,A.N.M.,SC,,,847,,1777,,
"A.N.M. SCHOOL, BIHARSHARIF",,A.N.M.,RCG,,,3284,,5677,,
"A.N.M. SCHOOL, BIHARSHARIF",,A.N.M.,EWS,,,597,,890,,
"A.N.M. SCHOOL, BIHARSHARIF",,A.N.M.,EBC,,,1719,,3465,,
"A.N.M. SCHOOL, BIHARSHARIF",,A.N.M.,DQ,,,40,,40,,
"A.N.M. SCHOOL, BIHARSHARIF",,A.N.M.,BC,,,2043,,3496,,
"A.N.M. SCHOOL, BIKARAMGANJ, ROHTAS",,A.N.M.,UR,512,8503,,,,,
"A.N.M. SCHOOL, BIKARAMGANJ, ROHTAS",,A.N.M.,SC,,,667,,1788,,
"A.N.M. SCHOOL, BIKARAMGANJ, ROHTAS",,A.N.M.,RCG,,,4336,,4367,,
"A.N.M. SCHOOL, BIKARAMGANJ, ROHTAS",,A.N.M.,EWS,,,782,,1785,,
"A.N.M. SCHOOL, BIKARAMGANJ, ROHTAS",,A.N.M.,EBC,,,2039,,3263,,
"A.N.M. SCHOOL, BIKARAMGANJ, ROHTAS",,A.N.M.,BC,,,2282,,3628,,
"A.N.M. SCHOOL, BIROUL, DARBHANGA",,A.N.M.,UR,1435,11125,,,,,
"A.N.M. SCHOOL, BIROUL, DARBHANGA",,A.N.M.,ST,,,108,,202,,
"A.N.M. SCHOOL, BIROUL, DARBHANGA",,A.N.M.,SC,,,1220,,2543,,
"A.N.M. SCHOOL, BIROUL, DARBHANGA",,A.N.M.,RCG,,,5903,,7447,,
"A.N.M. SCHOOL, BIROUL, DARBHANGA",,A.N.M.,EWS,,,609,,1270,,
"A.N.M. SCHOOL, BIROUL, DARBHANGA",,A.N.M.,EBC,,,2788,,4862,,
"A.N.M. SCHOOL, BIROUL, DARBHANGA",,A.N.M.,DQ,,,190,,190,,
"A.N.M. SCHOOL, BIROUL, DARBHANGA",,A.N.M.,BC,,,3147,,4628,,
"A.N.M. SCHOOL, BIRPUR, SUPAUL",,A.N.M.,UR,3418,7329,,,,,
"A.N.M. SCHOOL, BIRPUR, SUPAUL",,A.N.M.,ST,,,122,,122,,
"A.N.M. SCHOOL, BIRPUR, SUPAUL",,A.N.M.,SC,,,1289,,2857,,
"A.N.M. SCHOOL, BIRPUR, SUPAUL",,A.N.M.,RCG,,,6842,,8694,,
"A.N.M. SCHOOL, BIRPUR, SUPAUL",,A.N.M.,EWS,,,1156,,1824,,
"A.N.M. SCHOOL, BIRPUR, SUPAUL",,A.N.M.,EBC,,,3110,,4979,,
"A.N.M. SCHOOL, BIRPUR, SUPAUL",,A.N.M.,BC,,,3205,,5271,,
"A.N.M. SCHOOL, CHAKIYA, E. CHAMPARAN",,A.N.M.,UR,5711,10368,,,,,
"A.N.M. SCHOOL, CHAKIYA, E. CHAMPARAN",,A.N.M.,SC,,,1645,,2885,,
"A.N.M. SCHOOL, CHAKIYA, E. CHAMPARAN",,A.N.M.,RCG,,,7084,,8784,,
"A.N.M. SCHOOL, CHAKIYA, E. CHAMPARAN",,A.N.M.,EWS,,,1370,,1840,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 5 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, CHAKIYA, E. CHAMPARAN",,A.N.M.,EBC,,,2910,,5121,,
"A.N.M. SCHOOL, CHAKIYA, E. CHAMPARAN",,A.N.M.,BC,,,3312,,5367,,
"A.N.M. SCHOOL, CHAPRA (SARAN)",,A.N.M.,UR,1854,11020,,,,,
"A.N.M. SCHOOL, CHAPRA (SARAN)",,A.N.M.,ST,,,73,,133,,
"A.N.M. SCHOOL, CHAPRA (SARAN)",,A.N.M.,SC,,,906,,2230,,
"A.N.M. SCHOOL, CHAPRA (SARAN)",,A.N.M.,RCG,,,5349,,5442,,
"A.N.M. SCHOOL, CHAPRA (SARAN)",,A.N.M.,EWS,,,573,,928,,
"A.N.M. SCHOOL, CHAPRA (SARAN)",,A.N.M.,EBC,,,2682,,4722,,
"A.N.M. SCHOOL, CHAPRA (SARAN)",,A.N.M.,BC,,,3041,,5056,,
"A.N.M. SCHOOL, DAUDNAGAR, AURANGABAD",,A.N.M.,UR,841,6502,,,,,
"A.N.M. SCHOOL, DAUDNAGAR, AURANGABAD",,A.N.M.,SC,,,580,,1798,,
"A.N.M. SCHOOL, DAUDNAGAR, AURANGABAD",,A.N.M.,RCG,,,3376,,3542,,
"A.N.M. SCHOOL, DAUDNAGAR, AURANGABAD",,A.N.M.,EWS,,,769,,1431,,
"A.N.M. SCHOOL, DAUDNAGAR, AURANGABAD",,A.N.M.,EBC,,,1699,,3318,,
"A.N.M. SCHOOL, DAUDNAGAR, AURANGABAD",,A.N.M.,BC,,,2097,,2927,,
"A.N.M. SCHOOL, DHAMDAHA, PURNEA",,A.N.M.,UR,7185,11126,,,,,
"A.N.M. SCHOOL, DHAMDAHA, PURNEA",,A.N.M.,ST,,,87,,87,,
"A.N.M. SCHOOL, DHAMDAHA, PURNEA",,A.N.M.,SC,,,1835,,2862,,
"A.N.M. SCHOOL, DHAMDAHA, PURNEA",,A.N.M.,RCG,,,6861,,8568,,
"A.N.M. SCHOOL, DHAMDAHA, PURNEA",,A.N.M.,EWS,,,1234,,1821,,
"A.N.M. SCHOOL, DHAMDAHA, PURNEA",,A.N.M.,EBC,,,2988,,4952,,
"A.N.M. SCHOOL, DHAMDAHA, PURNEA",,A.N.M.,BC,,,3177,,5272,,
"A.N.M. SCHOOL, GAYA",,A.N.M.,UR,540,5275,,,,,
"A.N.M. SCHOOL, GAYA",,A.N.M.,ST,,,79,,79,,
"A.N.M. SCHOOL, GAYA",,A.N.M.,SC,,,480,,1393,,
"A.N.M. SCHOOL, GAYA",,A.N.M.,RCG,,,2844,,2864,,
"A.N.M. SCHOOL, GAYA",,A.N.M.,EWS,,,478,,941,,
"A.N.M. SCHOOL, GAYA",,A.N.M.,EBC,,,1334,,1960,,
"A.N.M. SCHOOL, GAYA",,A.N.M.,DQ,,,26,,189,,
"A.N.M. SCHOOL, GAYA",,A.N.M.,BC,,,1699,,2388,,
"A.N.M. SCHOOL, GOGARI, KHAGARIA",,A.N.M.,UR,3185,8967,,,,,
"A.N.M. SCHOOL, GOGARI, KHAGARIA",,A.N.M.,ST,,,99,,99,,
"A.N.M. SCHOOL, GOGARI, KHAGARIA",,A.N.M.,SC,,,1026,,2073,,
"A.N.M. SCHOOL, GOGARI, KHAGARIA",,A.N.M.,RCG,,,4960,,5845,,
"A.N.M. SCHOOL, GOGARI, KHAGARIA",,A.N.M.,EWS,,,851,,1098,,
"A.N.M. SCHOOL, GOGARI, KHAGARIA",,A.N.M.,EBC,,,2487,,3477,,
"A.N.M. SCHOOL, GOGARI, KHAGARIA",,A.N.M.,DQ,,,108,,108,,
"A.N.M. SCHOOL, GOGARI, KHAGARIA",,A.N.M.,BC,,,2967,,3241,,
"A.N.M. SCHOOL, HAJIPUR VAISHALI",,A.N.M.,UR,3499,7773,,,,,
"A.N.M. SCHOOL, HAJIPUR VAISHALI",,A.N.M.,ST,,,123,,191,,
"A.N.M. SCHOOL, HAJIPUR VAISHALI",,A.N.M.,SC,,,663,,1854,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 6 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, HAJIPUR VAISHALI",,A.N.M.,RCG,,,3930,,3930,,
"A.N.M. SCHOOL, HAJIPUR VAISHALI",,A.N.M.,EWS,,,534,,672,,
"A.N.M. SCHOOL, HAJIPUR VAISHALI",,A.N.M.,EBC,,,1965,,3370,,
"A.N.M. SCHOOL, HAJIPUR VAISHALI",,A.N.M.,DQ,,,157,,162,,
"A.N.M. SCHOOL, HAJIPUR VAISHALI",,A.N.M.,BC,,,2353,,3812,,
"A.N.M. SCHOOL, HATHWA, GOPALGANJ.",,A.N.M.,UR,2690,7342,,,,,
"A.N.M. SCHOOL, HATHWA, GOPALGANJ.",,A.N.M.,SC,,,888,,2323,,
"A.N.M. SCHOOL, HATHWA, GOPALGANJ.",,A.N.M.,RCG,,,4294,,6426,,
"A.N.M. SCHOOL, HATHWA, GOPALGANJ.",,A.N.M.,EWS,,,441,,942,,
"A.N.M. SCHOOL, HATHWA, GOPALGANJ.",,A.N.M.,EBC,,,2027,,4322,,
"A.N.M. SCHOOL, HATHWA, GOPALGANJ.",,A.N.M.,DQ,,,141,,141,,
"A.N.M. SCHOOL, HATHWA, GOPALGANJ.",,A.N.M.,BC,,,2561,,2783,,
"A.N.M. SCHOOL, HAWELI KHARAGPUR, MUNGER",,A.N.M.,UR,1424,7680,,,,,
"A.N.M. SCHOOL, HAWELI KHARAGPUR, MUNGER",,A.N.M.,SC,,,694,,2063,,
"A.N.M. SCHOOL, HAWELI KHARAGPUR, MUNGER",,A.N.M.,RCG,,,4653,,4675,,
"A.N.M. SCHOOL, HAWELI KHARAGPUR, MUNGER",,A.N.M.,EWS,,,959,,1375,,
"A.N.M. SCHOOL, HAWELI KHARAGPUR, MUNGER",,A.N.M.,EBC,,,2192,,2785,,
"A.N.M. SCHOOL, HAWELI KHARAGPUR, MUNGER",,A.N.M.,DQ,,,173,,173,,
"A.N.M. SCHOOL, HAWELI KHARAGPUR, MUNGER",,A.N.M.,BC,,,2619,,3410,,
"A.N.M. SCHOOL, ISLAMPUR, NALANDA",,A.N.M.,UR,119,4932,,,,,
"A.N.M. SCHOOL, ISLAMPUR, NALANDA",,A.N.M.,SC,,,781,,1446,,
"A.N.M. SCHOOL, ISLAMPUR, NALANDA",,A.N.M.,RCG,,,3047,,3047,,
"A.N.M. SCHOOL, ISLAMPUR, NALANDA",,A.N.M.,EWS,,,513,,1066,,
"A.N.M. SCHOOL, ISLAMPUR, NALANDA",,A.N.M.,EBC,,,1340,,2940,,
"A.N.M. SCHOOL, ISLAMPUR, NALANDA",,A.N.M.,BC,,,1711,,2076,,
"A.N.M. SCHOOL, JAALE, DARBHANGA",,A.N.M.,UR,1515,11369,,,,,
"A.N.M. SCHOOL, JAALE, DARBHANGA",,A.N.M.,ST,,,135,,135,,
"A.N.M. SCHOOL, JAALE, DARBHANGA",,A.N.M.,SC,,,980,,2682,,
"A.N.M. SCHOOL, JAALE, DARBHANGA",,A.N.M.,RCG,,,5824,,5824,,
"A.N.M. SCHOOL, JAALE, DARBHANGA",,A.N.M.,EWS,,,830,,1405,,
"A.N.M. SCHOOL, JAALE, DARBHANGA",,A.N.M.,EBC,,,2807,,4769,,
"A.N.M. SCHOOL, JAALE, DARBHANGA",,A.N.M.,DQ,,,55,,55,,
"A.N.M. SCHOOL, JAALE, DARBHANGA",,A.N.M.,BC,,,3086,,5114,,
"A.N.M. SCHOOL, KAHALGAON, BHAGALPUR",,A.N.M.,UR,3357,7732,,,,,
"A.N.M. SCHOOL, KAHALGAON, BHAGALPUR",,A.N.M.,ST,,,39,,39,,
"A.N.M. SCHOOL, KAHALGAON, BHAGALPUR",,A.N.M.,SC,,,787,,1304,,
"A.N.M. SCHOOL, KAHALGAON, BHAGALPUR",,A.N.M.,RCG,,,3565,,3591,,
"A.N.M. SCHOOL, KAHALGAON, BHAGALPUR",,A.N.M.,EWS,,,770,,1275,,
"A.N.M. SCHOOL, KAHALGAON, BHAGALPUR",,A.N.M.,EBC,,,1843,,2859,,
"A.N.M. SCHOOL, KAHALGAON, BHAGALPUR",,A.N.M.,DQ,,,93,,156,,
"A.N.M. SCHOOL, KAHALGAON, BHAGALPUR",,A.N.M.,BC,,,2406,,3382,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 7 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, KATIHAR",,A.N.M.,UR,457,9028,,,,,
"A.N.M. SCHOOL, KATIHAR",,A.N.M.,ST,,,77,,77,,
"A.N.M. SCHOOL, KATIHAR",,A.N.M.,SC,,,901,,2293,,
"A.N.M. SCHOOL, KATIHAR",,A.N.M.,RCG,,,5024,,5024,,
"A.N.M. SCHOOL, KATIHAR",,A.N.M.,EWS,,,999,,1335,,
"A.N.M. SCHOOL, KATIHAR",,A.N.M.,EBC,,,2540,,3442,,
"A.N.M. SCHOOL, KATIHAR",,A.N.M.,DQ,,,185,,185,,
"A.N.M. SCHOOL, KATIHAR",,A.N.M.,BC,,,2931,,4373,,
"A.N.M. SCHOOL, KHAGARIA",,A.N.M.,UR,665,7223,,,,,
"A.N.M. SCHOOL, KHAGARIA",,A.N.M.,ST,,,80,,80,,
"A.N.M. SCHOOL, KHAGARIA",,A.N.M.,SC,,,846,,1951,,
"A.N.M. SCHOOL, KHAGARIA",,A.N.M.,RCG,,,3988,,5600,,
"A.N.M. SCHOOL, KHAGARIA",,A.N.M.,EWS,,,619,,1136,,
"A.N.M. SCHOOL, KHAGARIA",,A.N.M.,EBC,,,1864,,3150,,
"A.N.M. SCHOOL, KHAGARIA",,A.N.M.,DQ,,,12,,28,,
"A.N.M. SCHOOL, KHAGARIA",,A.N.M.,BC,,,2316,,3152,,
"A.N.M. SCHOOL, KISHANGANJ",,A.N.M.,UR,3167,10665,,,,,
"A.N.M. SCHOOL, KISHANGANJ",,A.N.M.,ST,,,132,,132,,
"A.N.M. SCHOOL, KISHANGANJ",,A.N.M.,SC,,,1647,,2900,,
"A.N.M. SCHOOL, KISHANGANJ",,A.N.M.,RCG,,,6579,,8779,,
